
company_name,crawled_date,job_description,job_title,job_url,posted_date
"НГХК, ООО",2019-04-24,"{'Обязаности:': ['1. Проверка конструкторской и производственно-технологической документации на соответствие техническим заданиям и нормативным документам по сварке;', '2. Расчет и отработка технологических режимов и параметров сварки конструкций (изделий, продукции) любой сложности;', '3. Участие в определении необходимого состава и количества сварочного и вспомогательного оборудования, технологической оснастки, приспособлений и инструмента для производства (изготовления, монтажа, ремонта, реконструкции) сварной конструкции (изделий, продукции) любой сложности;', '4. Определение необходимого количества сварочных материалов для производства (изготовления, монтажа, ремонта, реконструкции) сварной конструкции (изделий, продукции) любой сложности;', '5. Участие в разработке технических заданий для проектирования специальной оснастки и приспособлений, нестандартного оборудования, средств автоматизации и механизации;', '6. Участие в подготовке комплектов технической документации для производства (изготовления, монтажа, ремонта, реконструкции) сварной конструкции (изделий, продукции) любой сложности;', '7. Участие в анализе выполнения сварочных работ, условий работы оборудования для определения необходимости проведения корректирующих мероприятий;', '8. Участие в мероприятиях по повышению производительности труда, рациональному расходованию материалов, снижению трудоемкости изготовления сварной продукции;', '9. Участие в разработке документации по менеджменту качества выполнения сварочных работ и изготовлению сварных конструкций (изделий, продукции).'], 'Требования': ['1. Высшее профессиональное (техническое) образование;', '2. Стаж работы в должности инженера 2-ой категории не менее 3 лет с уровнем профессиональной подготовки по системе НАКС не ниже третьего.']}",Инженер 1 категории отдела главного сварщика,https://www.gazpromvacancy.ru/job/inzhener-1-kategorii-otdela-glavnogo-svarshchika/,25 марта 2019 года
"НГХК, ООО",2019-04-24,"{'Обязаности:': ['1. Руководство производственной деятельностью отдела главного сварщика, обеспечение своевременного и качественного выполнения задач и функций, возложенных на отдел;', '2. Участие в планировании сроков и объемов выполнения сварочных работ и производства (изготовления, монтажа, ремонта, реконструкции) сварных конструкций (изделий, продукции);', '3. Участие в разработке графиков проведения планово- предупредительного и капитального ремонта сварочного оборудования, составление ведомостей дефектов на ремонт оборудования и отчетов о проделанной работе, контроль выполнения вышеуказанных графиков;', '4. Определение направления деятельности подразделений Общества (цехов, участков) по сварочному производству;', '5. Участие в разработке и внедрении в производство прогрессивных методов сварки, новых сварочных материалов и оборудования, обеспечивающих сокращение затрат труда, соблюдение требований охраны труда и окружающей среды, экономию материальных и энергетических ресурсов;', '6. Руководство исследовательскими и экспериментальными работами по совершенствованию методов и технологии выполнения сварочных работ;', '7. Участие в разработке технических заданий на проектирование специальной оснастки, инструмента, приспособлений, нестандартного оборудования, средств комплексной механизации и автоматизации технологических процессов сварки;', '8. Руководство работами по аттестации (сертификации) технологических процессов сварки, сварочных материалов и оборудования.'], 'Требования': ['1. Высшее\xa0 техническое (по сварочному производству) образование;', '2. Стаж работы по специальности на инженерно-технических и руководящих должностях не менее 3 лет, также имеющее уровень профессиональной подготовки в соответствии с требованиями «Правил аттестации сварщиков и специалистов сварочного производства» не ниже четвертого.']}",Главный сварщик отдела главного сварщика,https://www.gazpromvacancy.ru/job/glavnyi-svarshchik-otdela-glavnogo-svarshchika/,25 марта 2019 года
"ГАЗПРОМ, ПАО",2019-04-24,"{'Обязаности:': ['\xa0', '\xa0'], 'Требования': []}",Главный (ведущий) специалист отдела сопровождения маркетинговой деятельности за рубежом ,https://www.gazpromvacancy.ru/job/glavnyi-vedushchii-specialist-otdela-soprovozhdenija-mar/,15 марта 2019 года
Филиал УСЗ ПАО «Газпром»,2019-04-24,"{'Обязаности:': ['Техническое обслуживание и ремонт систем локальной автоматики и диспетчеризации.'], 'Требования': ['Высшее инженерное образование по специальности автоматизация (направление АСУ и АСУТП) \r', 'Наличие знаний об основных принципах построения АСУТП, умение формализовывать алгоритмы работы оборудования в техническое задание;\r', 'Наличие знаний в области архитектуры и принципов построения SCADA-систем;\r', 'Наличие знаний в области методов разработки прикладного программного обеспечения;\r', 'Наличие опыта работы с одной из SCADA систем: DESIGO/EBI/WinCC/Wonderware Наличие практических навыков монтажных и пусконаладочных работ при внедрении автоматизированных систем управления;\r', 'Наличие опыта работы с интерфейсами связи: Ethernet, RS485, KNX, ModBus, Mbus, DALI, BACnet, Lon;\r', 'Наличие опыта в составлении технических заданий, анализа проектной документации стадий «Р» и «П», подбора оборудования на этапе технических решений; \r', 'Знание современных средств вычислительной техники, коммуникаций и связи, операционных систем современных ПК, опыт их установки и администрирования;\r', 'Уверенное владение стандартным пакетом приложений MS Office.', '\xa0', '\xa0', '\xa0']}",Ведущий инженер участка автоматики,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-uchastka-avtomatiki/,22 октября 2018 года
"Газпром трансгаз Ухта, ООО",2019-04-24,"{'Обязаности:': ['1. Ручная дуговая и плазменная сварка сложных аппаратов, узлов, конструкций и трубопроводов из различных сталей, цветных металлов и сплавов;\r', '2.\xa0Ручная дуговая и газоэлектрическая сварка сложных строительных и технологических конструкций, работающих под динамическими и вибрационными нагрузками, и конструкций сложной конфигурации;', '3. Сварка экспериментальных конструкций из металлов и сплавов с ограниченной свариваемостью, а также из титана и титановых сплавов;', '4. Сварка сложных конструкций в блочном исполнении во всех пространственных положениях.'], 'Требования': ['1. Среднее профессиональное образование;', '2. Наличие удостоверения рабочего по данной профессии.']}",Электрогазосварщик 6 разряда участка сварочно-монтажных работ Синдорского ЛПУМГ,https://www.gazpromvacancy.ru/job/ehlektrogazosvarshchik-6-razrjada-uchastka-svarochno-montazhn/,25 февраля 2019 года
"Газпром трансгаз Ухта, ООО",2019-04-24,"{'Обязаности:': ['1. Ремонт, регулировка, монтаж, испытание, наладка, юстировка и тарировка экспериментальной, опытной и уникальной теплоизмерительной, автоматической и электронной аппаратуры, проекционных и оптических систем, радиоактивных приборов, агрегатов, радиостанций, пеленгаторов, радарных установок;', '2. Выявление и устранение дефектов в работе аппаратуры;', '3. Определение степени износа деталей и узлов;', '4. Наладка и комплексное опробование после монтажных схем теплового контроля и автоматики котлов, турбин и технологического оборудования;', '5. Сборка схем для проверки устройств тепловой автоматики.'], 'Требования': ['1. Среднее профессиональное образование;', '2. Наличие удостоверения рабочего по данной профессии.']}","Слесарь по КИП и А 6 разряда Службы АСУ, автоматики и телемеханики Синдорского ЛПУМГ",https://www.gazpromvacancy.ru/job/slesar-po-kip-i-a-6-razrjada-sluzhby-asu-avtomatiki-i-te/,25 февраля 2019 года
"Газпром трансгаз Ухта, ООО",2019-04-24,"{'Обязаности:': ['1. Устранение дефектов, обнаруженных при сборке и испытании узлов агрегатов и машин;', '2. Запрессовка деталей на гидравлических и винтовых механических прессах;', '3. Работа по сборке, регулировке, испытанию\xa0и сдаче\xa0в соответствии с\xa0 техническими условиями особо сложных и ответственных станков, агрегатов и аппаратов;', '4. Работы, связанные с электрогазорезкой и прихваткой деталей;', '5. Обработка, обдирка, полировка, точка и шлифовка твердыми абразивными кругами, мягкими кругами и полотнами с нанесенными на них абразивными порошками сухим способом.'], 'Требования': ['1. Специальное образование по профилю.']}",Слесарь механосборочных работ Юбилейного ЛПУМГ,https://www.gazpromvacancy.ru/job/slesar-mekhanosborochnykh-rabot-jubileinogo-lpumg/,25 февраля 2019 года
"Газпром трансгаз Ухта, ООО",2019-04-24,"{'Обязаности:': ['1. Обслуживание системы теплоснабжения, находящейся в зоне ответственности службы ТВС: утилизационные теплообменные аппараты, подводящие и отводящие трубопроводы с запорной арматурой и предохранительными клапанами; сети утилизации и тепловые сети, тепловые пункты и системы отопления в зданиях; оборудование ТНС, котельных промплощадки: КНС, ДНС, пожарный резервуар, котельная, ТНС, ВНС 2-го\xa0 подъема, сети\xa0 водоснабжения и\xa0 водо-отведения, газопроводы низкого и среднего давления, предназначенные для газоснабжения котельной промплощадки;', '2. Обслуживание системы водоснабжения и водоотведения, находящейся\xa0в зоне ответственности службы ТВС: арт. скважины, насосные станции 2-го подъема, станции подготовки питьевой воды, пожарные и хозпитьевые водопроводы;\xa0водопроводные\xa0 колодцы и расположенную в них запорную арматуру, пожгидранты; канализационные и дренажные сети\xa0 и колодцы на них; оборудование ДНС, КНС, КОС (без систем автоматики и электроснабжения);', '3. Обслуживание системы газораспределения и газопотребления, находящиеся в зоне ответственности службы ТВС внутриплощадочные газопроводы:\xa0от УПТИГа 5-цеха до блок-модульной котельной. Газовое оборудование и газо-проводы в котельных с запорной и предохранительной арматурой;', '4. Обслуживание системы вентиляции, закрепленной за службой ТВС;', '5. Обслуживание сантехнического оборудования зданий;', '6. Осмотры, обходы оборудования, контроль соблюдения эксплуатационных инструкций, наличия и соответствия нумерации на арматуре технологическим\xa0 схемам, проведение\xa0оценки технического состояния оборудования. Регулирование, наладка, очистка, смазка, замена вышедших из строя деталей без значительной разборки, устранение мелких дефектов;', '7. Участие в устранении аварий и инцидентов на оборудовании, находящемся в эксплуатационной ответственности службы ТВС.'], 'Требования': ['1. Специальное образование по профилю.']}",Слесарь-ремонтник Юбилейного ЛПУМГ,https://www.gazpromvacancy.ru/job/slesar-remontnik-jubileinogo-lpumg/,25 февраля 2019 года
"ГАЗПРОМ, ПАО",2019-04-24,"{'Обязаности:': [], 'Требования': ['\xa0']}",Главный технолог  по строительству объектов переработки газа,https://www.gazpromvacancy.ru/job/glavnyi-tekhnolog-po-stroitelstvu-obektov-pererabot/,15 марта 2019 года
"НГХК, ООО",2019-04-24,"{'Обязаности:': ['1. Производство пусков, остановок, переходов обслуживаемого тепломеханического оборудования и ГТУ;', '2. Осуществление контроля технического состояния основного и вспомогательного тепломеханического оборудования и ГТУ при регулярных обходах: тепловых расширений агрегатов; уровня (расхода), температуры и давления пара, рабочих газов и жидкостей в контрольных точках; нормальной работы регулирующих клапанов; температуры подшипников; появления ненормальных шумов и вибрации в агрегатах и трубопроводах; появления искрения, запаха дыма и гари; появления присосов воздуха, парений и утечек воды, пара, масла; состояния изоляции;', '3. Осуществление контроля работы измерительных приборов, автоматических регуляторов и сигнализации тепломеханического оборудования и ГТУ;', '4. Производство технического обслуживания тепломеханического оборудования и ГТУ по графику и в соответствии с требованиями производственных инструкций;', '5. Информирование оперативного руководства при выявлении дефектов и отклонений в работе тепломеханического оборудования и ГТУ, принятие мер по их устранению;', '6. Информирование руководства об обнаруженных неисправностях коммуникаций, ограждений, оборудования, приспособлений, приборов, принятие мер по их устранению;', '7. Участие в подготовке рабочих мест при выводе тепломеханического оборудования и ГТУ в ремонт, надзоре за соблюдением границ рабочего места ремонтными работниками;', '8. Участие в производстве опробований и опрессовки тепломеханического оборудования и ГТУ;', '9. Выдача распоряжений по техническому обслуживанию, устранению неисправностей и отклонений в работе тепломеханического оборудования и ГТУ подчиненным работникам, контроль их выполнения.'], 'Требования': ['1. Среднее общее образование;', '2. Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, программы переподготовки и повышения квалификации по профессиям рабочих.']}",Машинист газотурбинных установок 5 разряда котлотурбинного цеха газотурбинной электростанции,https://www.gazpromvacancy.ru/job/mashinist-gazoturbinnykh-ustanovok-5-razrjada-kotloturbi/,25 марта 2019 года
